1.2496706	1.1676406	0.08221736
-1.0469515	1.74358	0.5113324
-1.0469484	1.7436187	0.5118997
0.079637945	1.1041244	0.27031726
2.8764708	0.3132981	0.7651225
2.3617325	0.4708405	0.3852397
1.8377054	1.1822948	0.36912382
2.1746805	-0.6514301	1.601949
-0.81958044	-0.047487073	-0.63155776
-0.5355942	0.87060535	-0.7561393
-0.828834	1.2994058	0.20266482
-0.6137909	1.294422	0.3913174
-1.7876595	0.9834294	0.14541107
0.3462257	0.7270261	-0.15884414
1.5418289	0.2795832	0.05671063
1.2739142	0.52960074	-0.31477374
-1.3339512	0.27157888	-0.15856321
-1.3687851	0.6593179	-0.91770685
-0.3997572	1.7640706	-0.52938735
-0.08586175	1.6447088	-0.40430072
-0.11698413	1.7548991	-0.6083327
-0.04045092	1.7115158	-0.6150812
-0.088879034	1.6313854	-0.67124325
-0.035179444	1.629214	-0.7017172
0.008982038	1.6667368	-0.5912821
0.09469208	1.8302674	-0.75177777
0.03411865	1.8025224	-0.69222116
-0.24061924	1.8231428	-0.79145515
0.33611742	1.537487	-0.28483602
-0.36832818	1.8353243	-0.4106116
-0.11550453	1.7148921	-0.5894205
-0.3663982	1.6692731	-0.5476609
-0.34118354	1.8934258	-0.46323803
-0.43439373	1.6727874	-0.49228236
-0.47627315	1.8479362	-0.46661592
0.26419678	1.7234606	-0.5691371
-0.054621216	1.6777383	-0.24486418
0.3854681	1.6045871	-0.47199866
0.47289258	1.4368737	-0.5695394
-0.013246592	1.7134322	-0.5892919
0.5302254	1.463024	-0.5902416
-0.8130423	1.394916	-0.4058291
0.20424232	1.4478236	-0.6106099
-1.888166	1.265849	-0.1424609
-1.0295273	0.515947	-0.46055028
-1.5268824	0.2371961	-0.3119451
-1.4563249	0.9233795	-0.42052975
-1.8008021	0.7520504	-0.5015924
-0.94785064	-1.2337571	-0.18687129
-1.6039296	1.1268312	-0.5358485
-2.254679	-0.8170793	0.5998992
-0.5979782	0.6991022	-0.23767425
-1.6240953	1.0491437	-0.5532198
-1.4839807	0.4438352	-0.31255972
-1.3213979	1.1628288	-0.6303984
-1.9388119	0.92863786	-0.14956243
-1.7195609	0.45309025	-0.12975714
-1.10398	0.7619117	-0.0025113178
-0.95032793	1.3374267	0.5961482
-1.9081126	1.6988597	0.21002974
-1.9081126	1.6988597	0.21002974
-1.9081126	1.6988597	0.21002974
-1.9081126	1.6988597	0.21002974
-1.9081126	1.6988597	0.21002974
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
-1.9081126	1.6988593	0.21003002
